#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
105,"U Deserve It","Trippie Redd,Chris King,Quan'ta",19,110,"melodic rap, rap, trap, ","Hip Hop","A Love Letter To You 4",2019-11-22,04:04,82,51,55,0,55,0,0,-7,F Major,4,2023-09-25,4hQ6o8ECY5MyHyodnyOHEw,"TenThousand Projects, LLC",7B,,https://i.scdn.co/image/ab67616d00004851cd81b9f0393348b6537c9d92
106,"Who Needs Love","Trippie Redd",43,109,"melodic rap, rap, trap","Hip Hop","A Love Letter To You 4",2019-11-22,02:38,85,52,76,0,87,0,0,-8,C Minor,4,2023-09-25,2ktxr00GpTtbMNeBjNeY8D,"TenThousand Projects, LLC",5A,,https://i.scdn.co/image/ab67616d00004851cd81b9f0393348b6537c9d92
107,"Mamacita (feat. Rich Homie Quan & Young Thug)","Travis Scott,Rich Homie Quan,Young Thug",69,115,"hip hop, rap, slap house, atl hip hop, southern hip hop, trap, atl trap, gangster rap, melodic rap","Hip Hop, Electronic","Mamacita (feat. Rich Homie Quan & Young Thug)",2014-08-18,04:34,82,77,1,0,22,0,10,-6,B Major,4,2023-09-25,3SEd8nPd8MpGwk6ZZ8tk2j,"Cactus Jack / Epic",1B,https://p.scdn.co/mp3-preview/e3a954e55d60f969fd099d7657193474761a4276?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a53a4cb046216d7ac049b5bf
108,"Beautiful","Eminem",73,132,"detroit hip hop, hip hop, rap","Hip Hop","Relapse: Refill",2009-05-15,06:32,73,70,25,0,47,0,0,-4,F Minor,4,2023-09-25,1HR2CTi0ytRJIcik1QKdOa,"Aftermath",4A,,https://i.scdn.co/image/ab67616d00004851506c4cc93e5a6234164125e1
109,"Get Back","Pop Smoke",75,142,"brooklyn drill, rap","Hip Hop","Meet The Woo 2",2020-02-07,01:48,80,65,7,0,57,30,50,-7,A Major,4,2023-09-25,3DWjFSDEQ9IWz1mj449fB7,"Victor Victor Worldwide",11B,,https://i.scdn.co/image/ab67616d0000485162a57823eced1cb4fd93b2c1
110,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott,Young Thug,M.I.A.",74,155,"hip hop, rap, slap house, atl hip hop, atl trap, gangster rap, melodic rap, trap, escape room, indietronica, new rave","Hip Hop, Pop, Rock, Electronic","FRANCHISE (feat. Young Thug & M.I.A.)",2020-09-25,03:22,84,70,1,0,55,20,20,-5,G#/A♭ Minor,4,2023-09-25,4jVBIpuOiMj1crqd8LoCrJ,"Cactus Jack/Epic",1A,https://p.scdn.co/mp3-preview/3d7f1f2cd4ec44cabd409d30a6d2145c61bf122d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485170f2ab5608885749f7210b5f
111,"Scenario","Pop Smoke",62,143,"brooklyn drill, rap","Hip Hop","Meet The Woo",2019-07-26,04:01,71,83,10,0,56,30,20,-4,F#/G♭ Minor,4,2023-09-25,2T1GbU75iGVtOhNUbZuNqk,"Victor Victor Worldwide/Republic Records",11A,,https://i.scdn.co/image/ab67616d000048518fe5d04b06aff90f9fe796f5
112,"Stockton","Spencer the MC",0,146,"","","Stockton",2019-07-05,03:20,70,57,65,0,14,10,20,-8,G#/A♭ Major,4,2023-09-25,3xkya9at09g0s4V1pWA7q4,"Suspense Records, LLC",4B,,https://i.scdn.co/image/ab67616d00004851e615be36b87c0b671737c130
113,"Slidin","21 Savage,Metro Boomin",73,153,"atl hip hop, hip hop, rap","Hip Hop","SAVAGE MODE II",2020-10-02,03:05,77,71,0,0,38,30,10,-6,D Major,4,2023-09-25,7fxSLnklnayJNBIKntXedZ,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",10B,https://p.scdn.co/mp3-preview/0a366a97a07c5537c857268c71f9aecf8e05a878?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc
114,"Many Men","21 Savage,Metro Boomin",72,78,"atl hip hop, hip hop, rap","Hip Hop","SAVAGE MODE II",2020-10-02,03:21,64,79,0,75,28,0,10,-4,A#/B♭ Minor,4,2023-09-25,3CDVMejYHnB1SkEEx0T1N4,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",3A,https://p.scdn.co/mp3-preview/dda4988abb7f4a8b8322c56ed2033d5636158892?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc
115,"It Was A Good Day","Ice Cube",84,82,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap","Hip Hop","The Predator",1992-11-17,04:20,80,74,33,0,79,10,20,-5,G Minor,4,2023-09-25,2qOm7ukLyHUXWyR4ZWLwxA,"Priority Records",6A,,https://i.scdn.co/image/ab67616d00004851994c319841a923465d62e271
116,"Borrowed Love (feat. Swae Lee & WizKid)","Metro Boomin,Swae Lee,Wizkid",0,129,"rap, melodic rap, trap, afrobeats, afropop, azonto, nigerian hip hop, nigerian pop","R&B, Pop, World/Traditional, Hip Hop","NOT ALL HEROES WEAR CAPES",2018-11-02,03:50,52,59,44,0,39,40,10,-9,B Minor,5,2023-09-25,0McI9sOmkpfd4E72njtU0G,"Republic Records",10A,,https://i.scdn.co/image/ab67616d00004851184cc62dccee251dafefefee
117,"Tell The Vision (feat. Kanye West & Pusha T)","Pop Smoke,Kanye West,Pusha T",63,144,"brooklyn drill, rap, chicago rap, hip hop, gangster rap, pop rap, southern hip hop, trap, virginia hip hop","Hip Hop","Faith",2021-07-16,03:35,66,69,25,0,68,30,30,-8,G Major,4,2023-09-25,2UwALqx6yOsXTFt7zRxnts,"Victor Victor Worldwide",9B,,https://i.scdn.co/image/ab67616d0000485179476cf856443329e6c52c04
118,"Too Much","Drake,Sampha",63,140,"canadian hip hop, canadian pop, hip hop, pop rap, rap, alternative r&b, indie soul","R&B, Hip Hop, Pop","Nothing Was The Same (Deluxe)",2013-01-01,04:21,67,56,17,0,14,50,10,-6,F#/G♭ Major,4,2023-09-25,5LnXWeA9tuWKI2C1H74iiJ,"Cash Money Records/Young Money Ent./Universal Rec.",2B,,https://i.scdn.co/image/ab67616d00004851adfb5909ec66db5fbb4d06c8
119,"1 Scale (feat. G Herbo)","Young Dolph,G Herbo",72,135,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap, chicago drill, chicago rap, drill","Hip Hop","Rich Slave",2020-08-14,02:56,88,64,3,0,33,20,20,-6,F#/G♭ Minor,4,2023-09-25,5gmkw2031VVIboYqPIjSWB,"Paper Route EMPIRE",11A,https://p.scdn.co/mp3-preview/b5dabb851b93b5cbc5f0645da5f233a4adbb926a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d2ac2d5b457bcad2eddef496
120,"100 Shooters (feat. Meek Mill & Doe Boy)","Future,Meek Mill,Doe Boy",56,121,"atl hip hop, hip hop, rap, southern hip hop, trap, philly rap, pop rap, atl trap, memphis hip hop, ohio hip hop","Hip Hop","High Off Life",2020-05-15,03:28,83,66,1,0,20,10,20,-6,C♯/D♭ Minor,5,2023-09-25,3Uoy2lrZdhocMWO0jIdjAp,"Epic/Freebandz",12A,https://p.scdn.co/mp3-preview/a70d2f1104f7ed0c2fb913e0f8c5d81e6dcf8a6e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851935d8d5369bc55e74a39303e
121,"CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee)","Travis Scott,The Weeknd,Swae Lee",76,125,"hip hop, rap, slap house, canadian contemporary r&b, canadian pop, pop, melodic rap, trap","R&B, Pop, Hip Hop, Electronic","UTOPIA",2023-07-28,04:18,68,76,0,1,25,0,30,-6,C♯/D♭ Major,4,2023-09-25,4GL9GMX9t7Qkprvf1YighZ,"Cactus Jack/Epic",3B,https://p.scdn.co/mp3-preview/29d195c9a6fdc0ea788676cc9794230095e1343f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44
122,"TOPIA TWINS (feat. Rob49 & 21 Savage)","Travis Scott,Rob49,21 Savage",83,160,"hip hop, rap, slap house, new orleans rap, atl hip hop","Hip Hop, Electronic","UTOPIA",2023-07-28,03:43,72,57,6,0,33,0,0,-4,C♯/D♭ Minor,4,2023-09-25,0lodMO0qK83vfPiiD7FMEt,"Cactus Jack/Epic",12A,https://p.scdn.co/mp3-preview/76d5c47412a36ad9982df6d2769bca0ceb6e1d9e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44
123,"MELTDOWN (feat. Drake)","Travis Scott,Drake",87,112,"hip hop, rap, slap house, canadian hip hop, canadian pop, pop rap","Hip Hop, Pop, Electronic","UTOPIA",2023-07-28,04:06,56,77,1,0,40,30,40,-5,G Minor,4,2023-09-25,67nepsnrcZkowTxMWigSbb,"Cactus Jack/Epic",6A,https://p.scdn.co/mp3-preview/7c7e0e4419d101bcf73764f245639d7bc83b662a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44
124,"FE!N (feat. Playboi Carti)","Travis Scott,Playboi Carti",91,148,"hip hop, rap, slap house, atl hip hop, plugg, pluggnb, rage rap","Hip Hop, Electronic","UTOPIA",2023-07-28,03:11,57,88,3,0,20,0,10,-3,D#/E♭ Minor,4,2023-09-25,42VsgItocQwOQC3XWZ8JNA,"Cactus Jack/Epic",2A,https://p.scdn.co/mp3-preview/4b0178cf6991f59db18e12e2219ff11e27474b0a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44
125,"HYAENA","Travis Scott",79,97,"hip hop, rap, slap house","Hip Hop, Electronic","UTOPIA",2023-07-28,03:42,61,75,3,0,46,0,10,-5,G#/A♭ Major,4,2023-09-25,0hL9gOw6XBWsygEUcVjxEc,"Cactus Jack/Epic",4B,https://p.scdn.co/mp3-preview/966e20875b66ea22371fa9383d31b1cdc445baf1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44
126,"You Know How We Do It","Ice Cube",81,93,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap","Hip Hop","Lethal Injection",1993-12-07,03:52,75,52,10,5,60,0,10,-11,A#/B♭ Minor,4,2023-09-25,2Ih217RCGAmyQR68Nn7Cqo,"Priority Records",3A,,https://i.scdn.co/image/ab67616d0000485168820c2a3865d138ab7daba3
127,"Wouldn't Leave","Kanye West,PARTYNEXTDOOR",65,164,"chicago rap, hip hop, rap, r&b, urban contemporary","Hip Hop, R&B","ye",2018-06-01,03:25,56,43,50,0,35,50,30,-9,D#/E♭ Major,4,2023-09-25,1nGoy0cEj0extAwXYNYTWd,"Getting Out Our Dreams, Inc./Def Jam Recordings",5B,,https://i.scdn.co/image/ab67616d000048510cd942c1a864afa4e92d04f2
128,"Open Arms (feat. Travis Scott)","SZA,Travis Scott",81,78,"pop, r&b, rap, hip hop, slap house","Hip Hop, Pop, R&B, Electronic","SOS",2022-12-09,03:59,67,59,76,1,22,10,10,-8,A Major,4,2023-09-25,0xaFw2zDYf1rIJWl2dXiSF,"Top Dawg Entertainment/RCA Records",11B,https://p.scdn.co/mp3-preview/13f76ff738fcb47ae54529c427d35bf4729db55e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485170dbc9f47669d120ad874ec1
129,"No Sense (feat. Key Glock)","Young Dolph,Key Glock",69,124,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap","Hip Hop","Rich Slave",2020-08-14,02:20,95,66,3,0,78,20,10,-7,F#/G♭ Major,4,2023-09-25,67K5Ki1bLemeOlN012sip8,"Paper Route EMPIRE",2B,https://p.scdn.co/mp3-preview/e5d3a310f16331ac5889b727ba729b89deae4e14?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d2ac2d5b457bcad2eddef496
130,"Not Finished","Lil Baby",69,142,"atl hip hop, atl trap, rap, trap","Hip Hop","It's Only Me",2022-10-14,02:43,79,52,1,0,9,10,30,-7,C♯/D♭ Major,4,2023-09-25,2A0G0bPmlkUXUbvWqrAXzg,"Quality Control Music/Motown Records",3B,,https://i.scdn.co/image/ab67616d0000485166b04b41fa6f8908dce86695
131,"Face Of My City (feat. Lil Baby)","Jack Harlow,Lil Baby",63,156,"deep underground hip hop, kentucky hip hop, pop rap, rap, atl hip hop, atl trap, trap","Hip Hop","Thats What They All Say",2020-12-11,02:03,74,57,0,0,34,30,50,-8,C♯/D♭ Minor,4,2023-09-25,6MDdceLYec4AxohmorE4vH,"Generation Now/Atlantic",12A,https://p.scdn.co/mp3-preview/d54720d5dc76a0730018ce112bbbb41d2d5d1dec?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aeb14ead136118a987246b63
132,"Legacy (feat. Travis Scott & 21 Savage)","Offset,Travis Scott,21 Savage",65,128,"atl hip hop, hip hop, pop rap, rap, trap, slap house","Hip Hop, Electronic","FATHER OF 4",2019-02-22,04:04,84,51,18,0,34,30,0,-9,C♯/D♭ Major,4,2023-09-25,7pMRoGLEJuFM2wl5pt0R99,"Quality Control Music/Motown Records",3B,,https://i.scdn.co/image/ab67616d000048517028679269dc6a5a29ce8f36
133,"Banking On Me","Gunna",74,135,"atl hip hop, melodic rap, rap, trap","Hip Hop","Banking On Me",2022-02-14,03:20,79,31,61,0,46,0,10,-10,C Minor,4,2023-09-25,7Fege3yv4dvehB3NdRBGwI,"300 Entertainment",5A,https://p.scdn.co/mp3-preview/c9e7e4d5325227a2379fa1d914a099fa96c66d8f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518538ab9fb154445316929c23
134,"Sandman","A$AP Rocky",66,120,"east coast hip hop, hip hop, rap, trap","Hip Hop","LIVE.LOVE.A$AP",2011-10-31,03:20,53,50,14,0,30,0,10,-9,G#/A♭ Major,4,2023-09-25,0qkA0NU7cDKWkFXNGRcNaB,"A$AP Worldwide/Polo Grounds Music/RCA Records",4B,https://p.scdn.co/mp3-preview/a8b1c48bd114f5481dfe4a45967744175a3fb38f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c8ced8a4d6b6b61eb592f3dd
135,"25k jacket (feat. Lil Baby)","Gunna,Lil Baby",67,115,"atl hip hop, melodic rap, rap, trap, atl trap","Hip Hop","DS4EVER",2022-01-13,02:00,90,54,16,0,74,20,10,-7,F Minor,4,2023-09-25,6tsVFchreYTt2OPXSOoFCX,"300 Entertainment",4A,https://p.scdn.co/mp3-preview/fbf3974a71af724c81e7d1e279adc9fab89a44e0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485114d91ebdd6d7e2931322cc1a
136,"Tric Or Treat","Young Dolph",58,115,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap","Hip Hop","Tric Or Treat",2019-10-31,03:17,97,77,21,0,90,10,10,-5,C♯/D♭ Major,4,2023-09-25,2nMWvwPhdi1oUizCfC6QLZ,"Paper Route EMPIRE",3B,https://p.scdn.co/mp3-preview/7adf98fc6019248f136de607da3509694dbf54ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511b11056c040f043d1e2a7724
137,"The Bigger Picture","Lil Baby",61,96,"atl hip hop, atl trap, rap, trap","Hip Hop","My Turn (Deluxe)",2020-10-01,04:12,59,62,1,0,15,30,20,-6,C♯/D♭ Major,3,2023-09-25,3HNWVQHXpW70ubsDhvnegu,"Quality Control/Motown Records",3B,,https://i.scdn.co/image/ab67616d00004851aca2750de362a4660b693411
138,"Anything Goes","Marlo,Lil Baby",53,140,"atl trap, atl hip hop, rap, trap","Hip Hop","The Real 1",2018-09-14,01:54,86,47,5,0,44,10,10,-9,G Minor,4,2023-09-25,4ijoZsRr3IIGo8d8ZYOL2R,"Quality Control Music (Caroline)",6A,,https://i.scdn.co/image/ab67616d000048518e8383f006f24cdf444e57d2
139,"Sneakin’","Drake,21 Savage",0,85,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop","Hip Hop, Pop","Sneakin’",2016-10-24,04:11,81,56,0,0,26,10,10,-7,G#/A♭ Major,4,2023-09-25,7vL1M0BHhpjbaKrwRimJ4L,"Universal Music Group",4B,,https://i.scdn.co/image/ab67616d00004851417a617bc81965a5ec2a0c4e
140,"EA (feat. 21 Savage)","Young Nudy,21 Savage",79,87,"pluggnb, rap, trap, atl hip hop, hip hop","Hip Hop","SlimeBall 2",2017-08-11,03:47,45,88,26,0,23,40,10,-5,A#/B♭ Minor,5,2023-09-29,68MTDH8Kk4jBEV1ah0n89s,"Paradise East Records, LLC",3A,https://p.scdn.co/mp3-preview/30118c80b53ad81a70f353b1088b6e76ab12f2bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485156bf918dc517050ebf113d22
141,"Calling For You (feat. 21 Savage)","Drake,21 Savage",62,121,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop","Hip Hop, Pop","For All The Dogs",2023-10-05,04:45,58,55,5,0,8,0,10,-7,D Major,4,2023-10-08,4ZerVPIpjjqG7pGQJ9KgDT,"OVO/Republic",10B,,https://i.scdn.co/image/ab67616d000048510ebdbd881e232d18445ace27
142,"Fear Of Heights","Drake",62,137,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","For All The Dogs",2023-10-05,02:35,71,31,1,0,6,10,10,-9,G Minor,4,2023-10-08,2GB0DlX5l8gmqAW0SQa6yF,"OVO/Republic",6A,,https://i.scdn.co/image/ab67616d000048510ebdbd881e232d18445ace27
143,"First Person Shooter (feat. J. Cole)","Drake,J. Cole",68,122,"canadian hip hop, canadian pop, hip hop, pop rap, rap, conscious hip hop, north carolina hip hop","Hip Hop, Pop","For All The Dogs",2023-10-05,04:07,55,64,2,0,26,30,30,-8,B Minor,4,2023-10-08,759fzpnRkH3yjHsqBsXwKK,"OVO/Republic",10A,,https://i.scdn.co/image/ab67616d000048510ebdbd881e232d18445ace27
144,"IDGAF (feat. Yeat)","Drake,Yeat",70,137,"canadian hip hop, canadian pop, hip hop, pop rap, rap, pluggnb, rage rap","Hip Hop, Pop","For All The Dogs",2023-10-05,04:20,68,66,3,0,16,20,20,-8,G#/A♭ Major,4,2023-10-08,6G4q8Qb7CQP5gVtzQNK0zT,"OVO/Republic",4B,,https://i.scdn.co/image/ab67616d000048510ebdbd881e232d18445ace27
145,"8am in Charlotte","Drake",63,77,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","For All The Dogs",2023-10-05,04:26,43,67,66,0,65,20,50,-6,A Major,4,2023-10-08,6NWlMpjEXx3u9f5liDGuE5,"OVO/Republic",11B,,https://i.scdn.co/image/ab67616d000048510ebdbd881e232d18445ace27
146,"SKITZO (feat. Young Thug)","Travis Scott,Young Thug",77,83,"hip hop, rap, slap house, atl hip hop, atl trap, gangster rap, melodic rap, trap","Hip Hop, Electronic","UTOPIA",2023-07-28,06:06,47,55,10,0,35,20,30,-7,F Minor,4,2023-10-11,0bkV1iQHSxBaksUqgEkcbc,"Cactus Jack/Epic",4A,https://p.scdn.co/mp3-preview/cd30d69492cf560a098fd76378ed240c8f14985d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44
147,"Act Up (with Jon Batiste)","Lil Wayne,Jon Batiste",48,87,"hip hop, new orleans rap, pop rap, rap, trap, new orleans jazz","Hip Hop, Jazz","Tha Fix Before Tha VI",2023-09-29,03:38,51,69,42,0,21,10,10,-6,E Minor,4,2023-10-11,1Wj0cZxHcg39CCtbpsBAlF,"Young Money Records, Inc./Republic Records",9A,,https://i.scdn.co/image/ab67616d0000485122bc4bb1bed9da44b798857b
148,"Locked Up","Akon",65,90,"dance pop","Pop","Trouble",2006-01-01,03:55,83,58,3,0,41,0,10,-4,G Major,4,2023-10-11,0YUrjFy4qFKOO5NhM9tYdV,"SRC Records",9B,,https://i.scdn.co/image/ab67616d00004851f6e36c5147681093d71b3efe
149,"Bad Girls, Good Vibes","Ufo361",55,128,"german cloud rap, german hip hop","Hip Hop","Rich Rich",2020-04-24,01:47,83,37,52,2,16,10,0,-13,G Minor,4,2023-10-19,6yW9L3jmDtuTioA3einarN,"Stay High",6A,https://p.scdn.co/mp3-preview/2dcb136ad09868b8b6c573efdcca622de25214c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ecde67937abc8ad947917e05
150,"8701","JID,6LACK",56,174,"hip hop, pop rap, rap, underground hip hop, atl hip hop, melodic rap, r&b, trap","Hip Hop, R&B","The Never Story",2017-03-10,01:51,55,64,11,0,42,40,10,-9,E Minor,4,2023-11-14,0gmYtRyuvRKpd6cCApSDTh,"J. Cole/ DreamVille",9A,,https://i.scdn.co/image/ab67616d00004851f705b14ca8b81af140d1f1d3
151,"MOONSHOOTER","Ab-Soul,Joey Bada$$",53,82,"conscious hip hop, hip hop, rap, underground hip hop","Hip Hop","HERBERT",2022-12-16,04:13,50,88,40,0,70,40,10,-7,F Minor,4,2023-11-14,2z2jZzZabHWHP0e7ulELQS,"Top Dawg Entertainment",4A,https://p.scdn.co/mp3-preview/c792c9eb70f47b2b9552caa3b45f8b131c1ca055?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851940300fd91d0e1ca28ad3dcf
152,"BIG DAWG","Offset",61,146,"atl hip hop, hip hop, pop rap, rap, trap","Hip Hop","SET IT OFF",2023-10-13,01:45,87,73,19,0,89,30,0,-5,C♯/D♭ Major,4,2023-11-14,28wtiGfwWVdxbZDW52S3kz,"Motown Records",3B,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
153,"NIGHT VISION","Offset",59,90,"atl hip hop, hip hop, pop rap, rap, trap","Hip Hop","SET IT OFF",2023-10-13,03:12,47,80,0,0,7,0,20,-6,B Minor,4,2023-11-14,0mEgIH5sUXjZicMa4NSkUe,"Motown Records",10A,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
154,"DON'T YOU LIE","Offset",68,120,"atl hip hop, hip hop, pop rap, rap, trap","Hip Hop","SET IT OFF",2023-10-13,03:11,84,76,21,0,36,10,30,-5,G#/A♭ Minor,4,2023-11-14,0MSTxF501TyzjuRTHZz46g,"Motown Records",1A,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
155,"FAN","Offset",68,164,"atl hip hop, hip hop, pop rap, rap, trap","Hip Hop","SET IT OFF",2023-10-13,02:36,64,85,25,0,41,40,10,-5,F Minor,4,2023-11-14,41JN30LlL093JqC2YUJ0IW,"Motown Records",4A,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
156,"ON THE RIVER","Offset",75,160,"atl hip hop, hip hop, pop rap, rap, trap","Hip Hop","SET IT OFF",2023-10-13,01:36,75,62,48,0,28,20,10,-5,G Minor,4,2023-11-14,1aLpfH1M7Y4ZngOmSiHk0l,"Motown Records",6A,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
157,"BROAD DAY (feat. Future)","Offset,Future",74,190,"atl hip hop, hip hop, pop rap, rap, trap, southern hip hop","Hip Hop","SET IT OFF",2023-10-13,02:48,68,66,5,0,16,20,10,-6,D Major,4,2023-11-14,6Qc90FMwNUjJ2M893RdYUg,"Motown Records",10B,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
158,"HOP OUT THE VAN","Offset",60,129,"atl hip hop, hip hop, pop rap, rap, trap","Hip Hop","SET IT OFF",2023-10-13,02:00,91,81,1,1,30,0,30,-4,C♯/D♭ Major,4,2023-11-14,6Ez0uo35BcJ7TaknGDnH5v,"Motown Records",3B,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
159,"SKYAMI (feat. Mango Foo)","Offset,Mango Foo",59,136,"atl hip hop, hip hop, pop rap, rap, trap, atl trap","Hip Hop","SET IT OFF",2023-10-13,03:33,81,65,17,0,17,10,10,-6,C♯/D♭ Major,4,2023-11-14,1bEwAeGJvobpPDTkw1mnb3,"Motown Records",3B,,https://i.scdn.co/image/ab67616d000048518473cdc72d9c6f9a2787e070
160,"Fear Of Heights","Drake",74,137,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","For All The Dogs",2023-10-06,02:35,58,33,1,0,7,20,10,-9,A#/B♭ Major,4,2023-11-14,53KaP77tkliz36LPxWGlWK,"OVO/Republic",6B,,https://i.scdn.co/image/ab67616d000048517d384516b23347e92a587ed1
161,"Sacrifices","Drake,2 Chainz,Young Thug",62,139,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop, southern hip hop, trap, atl trap, gangster rap, melodic rap","Hip Hop, Pop","More Life",2017-03-18,05:07,90,44,4,0,53,40,10,-12,G#/A♭ Major,4,2023-11-19,0xl1w2q4VLojeXp4JfazPL,"Cash Money Records/Young Money Ent./Universal Rec.",4B,,https://i.scdn.co/image/ab67616d000048514f0fd9dad63977146e685700
162,"Memphis, Pt. 2","AG Club,NLE Choppa,A$AP Ferg",56,149,"indie hip hop, memphis hip hop, rap, hip hop, pop rap, southern hip hop, trap","Hip Hop","Fuck Your Expectations PT. 2",2021-04-30,03:44,70,66,29,0,35,40,20,-8,C♯/D♭ Major,4,2023-12-02,2s70rmZJrQ7XakOBHnB6U2,"COR/TAN Records / TheNamelessCollective",3B,https://p.scdn.co/mp3-preview/ecb7473c6280045ae2aed117eb0352943e0f0b42?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518482256583743528d347723e
163,"Super Cell","Trippie Redd",27,155,"melodic rap, rap, trap","Hip Hop","Trip At Knight (Complete Edition)",2021-08-21,02:41,64,76,2,0,60,10,0,-4,E Minor,4,2023-12-13,2RZ5LHKUW30P4Pu76h4wep,"1400 Entertainment, Inc. / 10K Projects",9A,,https://i.scdn.co/image/ab67616d00004851d01b8867ca76ba7a4c15a9a4
164,"BRODIES","Ufo361,Gunna",56,77,"german cloud rap, german hip hop, atl hip hop, melodic rap, rap, trap","Hip Hop","BRODIES",2023-01-20,02:30,76,41,2,0,28,20,10,-10,D Major,4,2023-12-14,1pGxSl5VmzBtejKSmuAKKU,"Stay High",10B,https://p.scdn.co/mp3-preview/6b2927b8621084682d1c4fe12b1c4902058ce40a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d076ec9e67fadcb4eb2c628c
165,"Straightenin","Migos",24,136,"atl hip hop, hip hop, pop rap, rap, trap","Hip Hop","Culture III (Offset's Way)",2021-06-10,04:15,85,63,3,0,11,10,10,-6,A Major,4,2023-12-28,2YMTtNDLDVW6Rozi7ysYdN,"Quality Control Music/Motown Records",11B,,https://i.scdn.co/image/ab67616d00004851bc419e422eac95d1f6a97c2b
166,"See Today","Chuuwee,Trizz",34,120,"indie hip hop, sacramento hip hop, soul flow, underground hip hop, deep underground hip hop","Hip Hop","AmeriKKa's Most Blunted 3",2018-09-28,03:11,80,46,1,0,12,10,0,-9,C♯/D♭ Major,4,2024-01-07,2WfsAJqLEWBVKka0WCN7Zx,"Below System Records",3B,https://p.scdn.co/mp3-preview/d55e57fe4a1b082f6986792559f36032574f00c4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485136bd20596695a945b7ed3f60
