#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
12,"Anlayamazsın","Seksendört",67,82,"turkish pop, turkish rock","Pop, Rock","Anlayamazsın",2018-06-12,04:02,49,71,6,0,61,0,20,-7,A Minor,4,2022-05-23,39DenhkBkmDsYBpl1rAchr,"Poll Production",8A,https://p.scdn.co/mp3-preview/628bccc7f15a568b25e202c2845a0c2f9fbe3536?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518a1474cce97da19488164b07
13,"toz duman","Sefo",6,99,"turkish trap","Hip Hop","toz duman",2021-05-28,02:47,78,66,45,0,38,10,10,-6,A Minor,4,2022-05-23,5rS3b5yHagEQGI7HqDusZ5,"3TR6AP2",8A,,https://i.scdn.co/image/ab67616d00004851c6c0e642fc027fdf0ef9e5a5
14,"Another Love","Tom Odell",92,123,"chill pop","Pop","Long Way Down (Deluxe)",2013-06-24,04:04,45,54,70,0,13,0,0,-9,E Minor,4,2022-05-23,3JvKfv6T31zO0ini8iNItO,"ITNO/Columbia",9A,https://p.scdn.co/mp3-preview/0369cb748bc968ffd34fb4ac60f5403f2aad032f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511917a0f3f4152622a040913f
15,"Yakışıklı","Ebru Gündeş",53,104,"arabesk, turkish folk, turkish pop","Pop, Folk/Acoustic","Kurtlar Sofrası",1996-12-13,02:47,64,94,44,0,75,20,30,-6,G Major,4,2022-05-23,4D8rSXvuJwfyP9kjNnVxJh,"BONUS MÜZİK PROD.",9B,https://p.scdn.co/mp3-preview/5fa974c1e5146b88294e8d156ab134b064bb02cd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515f0fbe8d28c928b43cb55ade
16,"Sana Çıkıyor Yollar - Kaderimin Oyunu Orijinal Dizi Müziği","Derya Uluğ",70,158,"turkish pop","Pop","Sana Çıkıyor Yollar (Kaderimin Oyunu Orijinal Dizi Müziği)",2021-12-03,03:49,35,56,40,0,41,0,30,-8,F Minor,4,2022-05-23,7dvt5DT77W7neWuCfCUOYV,"NGM Medya",4A,https://p.scdn.co/mp3-preview/2fe6e5221b577dbaa9072299759bd5b432f2f098?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851206654ce71bb5a3e9f5664a1
17,"Cennet","ahmet enes",49,78,"","","Ahval",2013-04-15,03:37,66,72,2,0,93,10,10,-5,B Minor,4,2022-05-23,2pewFbqHF7bQDBISzKJY8C,"PASAJ",10A,https://p.scdn.co/mp3-preview/3c4b7b530d4190d488e4514026cedc32b029d92a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485194ca701bc150dbffe3b1ca63
18,"Yeter","Sezen Aksu",49,120,"turkish pop","Pop","Sen Ağlama",1984-09-06,03:17,45,75,41,0,46,30,10,-7,D Minor,4,2022-05-23,1PtvGmZJUOi9nebQ542Eu9,"SN Music",7A,https://p.scdn.co/mp3-preview/66265e3d8a9957d5e326eda44f6c3ebdfcb406be?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511773d8c5158bab36592b24cb
19,"Ağlar mıyım? Ağlamam","Ziynet Sali",49,168,"turkish pop","Pop","Ağlar mıyım? Ağlamam",2017-10-03,03:31,59,68,43,0,68,20,0,-8,A Minor,4,2022-05-23,63ArjRqGFw8T5QksAUj3rI,"DOĞAN MÜZİK YAPIM",8A,https://p.scdn.co/mp3-preview/11587fd047e08b52a64c1208ea7b1d42f2ee342a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513d4b0bf080cf53775aa37082
20,"Yankı","Simge",69,91,"deep turkish pop, persian pop, turkish pop","Pop","Yankı",2016-02-05,04:25,59,78,1,0,42,0,40,-6,C♯/D♭ Major,4,2022-05-23,4y3QBJf9E8yDJCEFbRK8xk,"DOĞAN MÜZİK YAPIM",3B,https://p.scdn.co/mp3-preview/758ddbb8b6d1f7d8e6ba84f48dfc1e3844863bfb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485192b6c0333ee123e9ff1bf5b4
21,"Üzülmedin mi?","Simge",64,91,"deep turkish pop, persian pop, turkish pop","Pop","Ben Bazen",2018-06-01,05:03,62,70,18,0,35,0,10,-8,E Minor,4,2022-05-23,7s4j3L5z2qU6ferYLOmFz9,"DOĞAN MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/d5e03d921d476da74065a9e3607d795429a6a5d6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518ffe0967a3b236d34428b19a
22,"Deli Divane","Ebru Gündeş",50,98,"arabesk, turkish folk, turkish pop","Pop, Folk/Acoustic","Kurtlar Sofrası",1996-12-13,03:49,69,90,27,0,86,0,30,-9,C Minor,4,2022-05-23,6kECq8AYAbvAQ5De1KQxwa,"BONUS MÜZİK PROD.",5A,https://p.scdn.co/mp3-preview/667683ed403cf1f72844738b267473b029f63bd0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515f0fbe8d28c928b43cb55ade
23,"Yolcu","Ali Güven",54,92,"deep turkish pop, turkish pop","Pop","Yolcu",1997-07-05,03:56,82,79,6,0,79,0,0,-8,C♯/D♭ Minor,4,2022-05-23,6Cg2kkMXsKWvaxE9gcLobp,"PEKER MÜZİK YAPIM",12A,https://p.scdn.co/mp3-preview/a13c091a325d4d16d6456d410a8b3497a0fa70f7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485121f5c2e1c049ea4d82435f76
24,"Bay Doğru","Gülben Ergen",47,90,"arabesk, turkish pop","Pop","Aşk Hiç Bitmez",2008-02-27,04:08,71,84,29,0,81,0,0,-6,F#/G♭ Minor,4,2022-05-23,5YaHGhCww4wqVyvZftl8pX,"SEYHAN MÜZİK YAPIM",11A,https://p.scdn.co/mp3-preview/1abfa9a0bc243fc29fae0869f36ac568ad30b7dc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851637a9022bc8b526f16bbed81
25,"İnsaf","Özgün",55,150,"turkish pop","Pop","Konu Senden Açılınca",2012-06-08,03:17,74,76,22,0,95,0,20,-6,A#/B♭ Minor,4,2022-05-23,5U6zEkKHlqmydf6Sel75ZT,"AVRUPA MÜZİK YAPIM",3A,https://p.scdn.co/mp3-preview/9797c432fefd4f01960c6895b77625d65a1551df?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513783d023d475e0a117f36f2c
26,"Ayrılmam","Serdar Ortaç",59,97,"turkish pop","Pop","Nefes",2008-05-22,03:43,85,87,2,0,80,0,0,-4,G Major,4,2022-05-24,5RAK8W7s92vto5ZFDGLOJ0,"EMRE GRAFSON MÜZİK",9B,https://p.scdn.co/mp3-preview/f356d0de8d939a9322ffffd8276cb953e81593e4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d29cb40298e31bd7560de54d
27,"İşim Olmaz","Tarkan",60,93,"turkish pop","Pop","Adımı Kalbine Yaz",2010-07-12,04:15,67,80,25,0,64,0,20,-7,F Minor,4,2022-05-28,1eEDk34w7rv598OaB60BCJ,"HİTT MÜZİK PRD.",4A,https://p.scdn.co/mp3-preview/deabe239bb7198f8f6883be80adb42875cd07113?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516d362a3d334de413e8de137e
28,"Bir Bahar Akşamı","Yalın",59,100,"turkish pop","Pop","Bir Bahar Akşamı",2015-01-28,03:58,55,47,69,0,42,0,0,-6,G Minor,3,2022-05-28,7GgICPtajvI5qv4jK4WhSZ,"AVRUPA MÜZİK YAPIM",6A,https://p.scdn.co/mp3-preview/5b45b7092e2947f6ee1d34afea21b0fbf79bb768?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dbfd4fec2be28db106c20a51
29,"Nazar","Demet Akalın",68,128,"turkish pop","Pop","Rakipsiz",2016-11-07,03:16,75,83,0,0,80,0,0,-6,F#/G♭ Minor,4,2022-05-30,2hc7C6Iy69sVb8JjZQRBij,"DOĞAN MÜZİK YAPIM",11A,https://p.scdn.co/mp3-preview/4967048fda0af9f51fceded7b30aa5c36201e9bf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485121a15d472fe5b839516e953d
30,"Sen Varsın Diye","Yüzyüzeyken Konuşuruz",68,83,"turkish alternative rock, turkish rock","Rock","Sen Varsın Diye",2021-07-02,03:46,58,66,11,0,87,0,20,-9,D Minor,4,2022-06-01,3b8UW227uLkRDvd0w9e1Sw,"SONY MUSIC TURKEY",7A,https://p.scdn.co/mp3-preview/3d2a95d858b84a8d2209c2e1ea0a9ac1c8078abd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d85c7410f2b809f8dfd6628f
31,"Tutsak","Sefo",8,90,"turkish trap","Hip Hop","Tutsak",2022-04-29,03:02,89,80,25,0,58,10,0,-6,B Minor,4,2022-06-04,33eHMRTXayncWkfj72BI3U,"3TR6AP2",10A,,https://i.scdn.co/image/ab67616d0000485165fa8aba8bbd43e2ae2d2fbe
32,"Seni Dert Etmeler","Madrigal",74,88,"turkish alt pop, turkish rock","Pop, Rock","Seni Dert Etmeler",2020-03-27,03:08,55,61,15,0,84,0,30,-11,F Minor,4,2022-06-04,10n66m41IGjA2ZulKPK7Ew,"AVRUPA MÜZİK YAPIM",4A,https://p.scdn.co/mp3-preview/7a7c33a32d79630c7330a44636346a5d2b4e9baa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519aa96c06d5c346ccf6ffaf8d
33,"Ağlattın","Ezhel",55,140,"turkish hip hop, turkish trap","Hip Hop","Ağlattın",2022-02-11,03:00,70,45,57,0,53,0,10,-10,C♯/D♭ Minor,4,2022-06-04,7dzuZ548EXqIap1TSQtFOW,"Koal Arts GmbH",12A,https://p.scdn.co/mp3-preview/50d8d89d6943023a1c681ea9485780b785120857?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e267ed96f0d5457121443225
34,"Tek Başına","Erkin Koray",0,167,"anadolu rock","Rock","İllaki",1998-08-24,05:01,39,90,35,0,58,10,20,-4,B Minor,4,2022-06-04,47cablqYkn9p7wzyyVcKHy,"Mega Müzik",10A,,https://i.scdn.co/image/ab67616d00004851f7fd1cad9f48380c320db710
35,"Yalan","Reynmen,Zeynep Bastık,Arem Ozguc,Arman Aydin",61,92,"turkish hip hop, turkish pop, turkish edm","Electronic, Hip Hop, Pop","Yalan",2021-09-24,02:44,69,62,5,0,11,0,10,-5,C♯/D♭ Minor,4,2022-06-04,2coKk2gtpeK86rFNEtYjzP,"Houze Istanbul",12A,https://p.scdn.co/mp3-preview/7e74df78b33f062fb01b9538af5f3cd81c0fc453?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510ce32c4fbb5677206402f6ac
36,"Aşk Yok Olmaktır","Mabel Matiz",67,80,"turkish pop","Pop","Yaşım Çocuk",2012-12-28,03:43,60,58,25,0,50,0,20,-8,A Minor,4,2022-06-06,3UPrUZ9mJWEPjXzgF7GS8f,"DOĞAN MÜZİK YAPIM",8A,https://p.scdn.co/mp3-preview/ff3bee37d6dcea415b5c13a7b0a9d301aef8692a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485158d2bf7ae892171800d3b51c
37,"Affettim","Sefo",9,174,"turkish trap","Hip Hop","Affettim",2022-01-14,03:19,72,73,76,0,70,20,10,-5,D#/E♭ Minor,4,2022-06-07,3lSuzS3jEkys1ZXw4tAcRR,"3TR6AP2",2A,,https://i.scdn.co/image/ab67616d000048517c751c9f552512697b741670
38,"Gökyüzünü Tutamam","Can Koç",69,176,"turkce slow sarkilar","Pop","Gökyüzünü Tutamam",2021-07-23,03:15,47,67,8,1,64,10,10,-10,D Minor,4,2022-06-07,4O9hcXs1ohtbw4xnMU8wfo,"Fono Müzik Üretim",7A,https://p.scdn.co/mp3-preview/740bd729f056a0f12e80814b91afaeb306737807?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851183337eef9318285b10d6164
39,"Taş","Gökhan Türkmen",59,122,"turkish pop","Pop","En Baştan",2018-06-01,04:01,65,83,1,0,46,0,10,-8,F#/G♭ Minor,4,2022-06-07,37DJXPDpTHiHyGrBuv6g0p,"GTR Müzik",11A,https://p.scdn.co/mp3-preview/7b83a277953279f0e9a4ccf1210e033fcc38f978?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db01344ed89dc17b6062b7a3
40,"Alışamadım","Ezhel",55,83,"turkish hip hop, turkish trap","Hip Hop","Müptezhel",2017-05-25,02:33,77,36,48,7,43,30,10,-14,B Minor,4,2022-06-07,5gmdnWypZHZ9fzBpnLjdHX,"KOAL",10A,https://p.scdn.co/mp3-preview/70b01dcb308685ca88e8d6c68750e6d99ac9b21c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ecd10eea07796a0edf4fb609
41,"Gülümse Kaderine","Tarkan",57,120,"turkish pop","Pop","Dudu",2003-06-20,03:49,73,91,13,0,85,0,0,-7,E Minor,4,2022-06-07,7qAygdKAINgN0spGCqsSS1,"HİTT MÜZİK PRD.",9A,https://p.scdn.co/mp3-preview/5e9cac4c67c3b2f7baf2db22914411cf5ca6ef16?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515e9767ffdb710d4d134990d4
42,"Gülmek Için Yaratılmış - Emre Gören Remix","Ferdi Özbeğen,Emre Gören",0,95,"classic turkish pop, uyghur pop, ","Pop","Gülmek Için Yaratılmış (Emre Gören Remix)",2021-05-06,04:12,73,66,1,29,76,0,60,-7,F Minor,4,2022-06-07,1Emb5kEva0478I6B3PwMAi,"YAŞAR KEKEVA PLAKÇILIK",4A,,https://i.scdn.co/image/ab67616d00004851b186a439ae707b3a2103e782
43,"Bahar","Candan Erçetin",0,103,"turkish pop","Pop","Kırık Kalpler Durağında",2009-12-12,04:17,71,55,23,0,79,0,0,-5,A Minor,4,2022-06-07,1XTKMQLmn86k3HaGBRJbph,"Pasaj&Dünya",8A,,https://i.scdn.co/image/ab67616d0000485193a353050088a6259554250c
44,"Gelinim","Kenan Doğulu",42,168,"turkish pop","Pop","III",1996-08-17,04:07,64,59,27,0,58,0,30,-9,G Major,4,2022-06-07,4S1Vbuvp35yQ8IX3frvv0M,"Doğulu Music",9B,https://p.scdn.co/mp3-preview/8eae802e9de539402cb9299ede6396fa1ca1c9ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851090f1bc0f29082d7cf5d500f
45,"Gülün Rengi","Serdar Ortaç",49,94,"turkish pop","Pop","Kara Kedi",2010-05-14,04:24,72,80,25,0,53,20,20,-5,F Minor,4,2022-06-08,2QRmkpesFJl659zHne1PyQ,"EMRE GRAFSON MÜZİK",4A,https://p.scdn.co/mp3-preview/2364eb69636d8fe1203089b46cf0d436e1a47132?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851339c6b6dd9b58001f7b20b26
46,"Yeşil Su","Serdar Ortaç",52,104,"turkish pop","Pop","Kara Kedi",2010-05-14,04:49,82,88,7,0,84,0,10,-6,E Minor,4,2022-06-09,6vPUeLKcxllWJSNuWN7uHY,"EMRE GRAFSON MÜZİK",9A,https://p.scdn.co/mp3-preview/896aad2447e8642dc5d0469f69023224112c3a5f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851339c6b6dd9b58001f7b20b26
47,"Aldatıldık","Jabbar,Deeperise",55,95,"turkish pop, turkish deep house","Electronic, Pop","Aldatıldık",2021-10-08,03:06,77,66,51,0,71,0,10,-9,A Minor,4,2022-06-12,5E1gxNXvUGvpvUECz54xXm,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",8A,,https://i.scdn.co/image/ab67616d000048515d7d558bcabae904c6d4ff19
48,"Aldatıldık","Sezen Aksu",43,98,"turkish pop","Pop","DEMO",2018-12-04,03:15,57,78,41,0,70,10,10,-6,A Minor,4,2022-06-12,5dUngo82cy6eNlvHOBw2PW,"SN Music",8A,https://p.scdn.co/mp3-preview/0e424a7681ab2e89a7f5e2a90508c85d6ad192b3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e0947cb81279ecca839cf09a
49,"Aldatıldık","Rengin",63,184,"classic turkish pop, deep turkish pop","Pop","Rengin",1991-04-26,03:08,57,76,12,0,96,0,0,-10,A#/B♭ Minor,4,2022-06-14,7jFn6h8YBuoEiGETeiuCMm,"ÖZER KARDEŞ KASET",3A,https://p.scdn.co/mp3-preview/e790dc94cd875dd5bcf71871cd43eb9d4723ff28?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2be45ea1e4ef485f4e340ca
50,"Beni Unut","Serdar Ortaç",37,120,"turkish pop","Pop","Çakra (Beni Unut)",2004-03-12,04:30,75,96,3,0,64,0,10,-5,C Minor,4,2022-06-15,72GVJAFpnBumM0dCQhJCV2,"EMRE GRAFSON MÜZİK",5A,https://p.scdn.co/mp3-preview/051bc716c0f7e84ab4a2b97ec1739c0306148416?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510b351fafc8a34c6eac021fcb
51,"Bir Hayli","Murat Dalkılıç",62,130,"turkish pop","Pop","Bir Güzellik Yap",2012-05-09,03:30,82,77,28,0,96,0,0,-5,A Minor,4,2022-06-18,400AjGhFGfVKEMSXf1AzPn,"KAYA MÜZİK YAPIM",8A,https://p.scdn.co/mp3-preview/f070fb44713a5170659792ebe2a353254cd732bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485182ffa31dbb0212d91c096d12
52,"Bir Sebebi Var","İkilem",64,80,"turkish alt pop, turkish pop","Pop","Bir Sebebi Var",2020-10-09,03:30,77,53,38,7,68,0,0,-8,C Minor,4,2022-06-22,4WixufiyHUgg1jFqkYop2K,"Avrupa Müzik Yapim",5A,https://p.scdn.co/mp3-preview/79b699bfb2bfabcf3f94e69efeddccd74163707f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c5be5b060c90b3e221474b98
53,"Sakatat","Ezhel",52,107,"turkish hip hop, turkish trap","Hip Hop","Sakatat",2021-04-02,02:36,86,55,49,2,57,40,30,-7,E Minor,4,2022-06-22,0yxcKh3LmIFmrSrQaooQ5I,"Koal Arts GmbH",9A,https://p.scdn.co/mp3-preview/fda781756a281d7ee4df35183cc85ae4e7512975?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dede5ecd259270647da72261
54,"Sana Değmez","Serdar Ortaç",58,170,"turkish pop","Pop","Nefes",2008-05-22,06:01,60,78,6,0,72,0,0,-5,F#/G♭ Minor,4,2022-06-22,2zYoV1h2fz3EPaFIrBtfwC,"EMRE GRAFSON MÜZİK",11A,https://p.scdn.co/mp3-preview/996c592c3bafbd931ffbb2b0c69101b58f5e64a4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d29cb40298e31bd7560de54d
55,"Bu Saatten Sonra","İkilem",68,84,"turkish alt pop, turkish pop","Pop","Bu Saatten Sonra",2021-12-10,03:51,38,63,4,0,45,10,10,-9,A Minor,4,2022-06-22,53QUjrQ8BygCTBXfIs1Beu,"AVRUPA MÜZİK YAPIM",8A,https://p.scdn.co/mp3-preview/0b184ab19ea3876bd35f84823a069bd14b070d47?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c3757561d06203c04887a0c5
56,"Barbar","Kaan Boşnak",64,99,"turkish alt pop, turkish rock","Pop, Rock","Barbar",2020-12-25,03:00,72,57,26,10,80,0,10,-10,C Minor,4,2022-06-22,0UN0qSJUnWWvIOgv3nYY2A,"Columbia",5A,https://p.scdn.co/mp3-preview/88b097b094e7fb630c8eccd2548d770138b88c51?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517883bca6a2cd8f681b5d377d
57,"Kaybolurum Gülüşünde","İkilem",66,176,"turkish alt pop, turkish pop","Pop","Kaybolurum Gülüşünde",2021-04-09,03:21,56,56,13,0,86,0,0,-11,C Minor,4,2022-06-25,67ZwIUIM4se0mV5OT5ugsB,"AVRUPA MÜZİK YAPIM",5A,https://p.scdn.co/mp3-preview/6950421dcaaf06ac25a21925d64966cbb2c74919?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f3ae0e6c8bea7149866a3a8e
58,"Ben Güzelden Anlarım","Kenan Doğulu",0,102,"turkish pop","Pop","Ben Senin Herşeyinim",1999-08-12,03:51,70,87,11,0,81,10,30,-7,G Major,4,2022-07-05,6QrXr0D4ImJSkYmNmjG7A9,"Esen",9B,,https://i.scdn.co/image/ab67616d000048518159087d10d76b54730f3c4a
59,"Martılar","EDIS",67,123,"turkish pop","Pop","Martılar",2021-03-26,02:37,84,61,6,0,90,0,10,-7,B Minor,4,2022-07-05,1xEpgyKx4ZHtefFAh0SmU5,"EDS Company",10A,https://p.scdn.co/mp3-preview/34d962b939f24892a3ce8671f137304cf998e251?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514024d944788cae594577fe3f
60,"Öyle Kolaysa","Mabel Matiz",0,130,"turkish pop","Pop","Maya",2018-06-20,04:40,59,66,1,0,58,0,30,-6,A#/B♭ Minor,4,2022-07-05,18MGgjSmKP7971VFFgJU94,"Zoom",3A,,https://i.scdn.co/image/ab67616d00004851026db20d15c9f702ca14e3ec
61,"Doktor","Kenan Doğulu,Iskender Paydas",64,124,"turkish pop, deep turkish pop","Pop","Aşka Türlü Şeyler",2012-07-06,03:32,86,88,20,0,77,0,0,-3,G#/A♭ Major,4,2022-07-05,7ghVCUCGqdIyRfcTZyyxU8,"Doğulu Music",4B,https://p.scdn.co/mp3-preview/0ac18d287214fd35aafab73ec0b2b72c32928e6a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510288919bb5582eaee60fe937
62,"Aşkın Ateşi","Hande Yener",67,101,"turkish pop","Pop","Apayrı",2006-06-04,03:52,76,64,0,0,96,0,0,-6,G Major,4,2022-07-05,3sgBQybW08n0CzVmkOEtAp,"DOĞAN MÜZİK YAPIM",9B,https://p.scdn.co/mp3-preview/56a8f3a54206cdbe3ca28594959be90f78edbdff?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f93696a7ad36866c1d168b16
63,"Poşet","Serdar Ortaç",0,130,"turkish pop","Pop","Kara Kedi",2010-05-14,05:16,79,89,3,0,65,20,0,-5,G Minor,4,2022-07-05,0PlABPqYHKhlhTgGbHWuMr,"EMRE GRAFSON MÜZİK",6A,,https://i.scdn.co/image/ab67616d000048511fb3a1d3b989ec4e3962255f
64,"Kırmızı","Hande Yener",67,130,"turkish pop","Pop","Aşk Kadın Ruhundan Anlamıyor",2012-06-04,03:32,83,80,12,0,95,0,30,-6,C♯/D♭ Minor,4,2022-07-05,1O8WpKURk9MawnBVJTjfxN,"DOĞAN MÜZİK YAPIM",12A,https://p.scdn.co/mp3-preview/c203b86d9dd829ae16f67b3426fcc7d3537b4da1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851822f959747bf05927766527b
65,"Alt Dudak","Hande Yener",66,128,"turkish pop","Pop","Mükemmel",2014-06-02,04:34,74,80,7,0,84,0,30,-7,G Major,4,2022-07-05,4QkLC4SuBajsDDBoeqNlum,"Poll Production",9B,https://p.scdn.co/mp3-preview/2f7b653dec6f194079e5ff753c2377f94a591ceb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512c2c7f3f9ef52b91d23a198c
66,"Geceyi Anlatmış","Ozbi",63,103,"turkish hip hop, turkish rock","Hip Hop, Rock","Geceyi Anlatmış",2020-12-18,04:00,68,69,5,0,46,10,10,-8,E Minor,4,2022-07-05,0ni7a9ONGdNoUvDvSCgLoJ,"AVRUPA MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/f0bfbaefa44e71b27cc6931386c7acc3c17498ec?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485139a88dd2dcaace7efccba270
67,"Bi' Tek Ben Anlarım","KÖFN",67,96,"turkish alt pop, turkish pop","Pop","Bi' Tek Ben Anlarım",2022-03-18,03:16,66,53,8,0,32,0,10,-11,G Major,4,2022-07-05,7toL7Re9rApzIuIFDaLQSe,"Hypers",9B,https://p.scdn.co/mp3-preview/4201c2e7bc74d1fd10075569a9d31ca72b0d1f5b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d7189564e1333a8d60b07921
68,"Aşk Gitti Bizden","Ozan Çolakoğlu,Tarkan",56,128,"turkish pop","Pop","01",2012-01-01,04:35,71,87,4,0,72,0,0,-6,E Minor,4,2022-07-05,2OVOkrXkTFGNsIN3dDEmHL,"DOĞAN MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/3c5e051c5617788e49eb4043c830be54fc788a3b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512a978fe39ebc3b0a9722a04d
69,"İçime Ata Ata","Burak Bulut,Ebru Yaşar,Kurtuluş Kuş",0,123,"turkish pop, arabesk, deep turkish pop","Pop","İçime Ata Ata",2021-12-09,02:52,83,63,54,0,88,0,10,-6,G Minor,4,2022-07-05,776fVqyFVMxHbZIvbRxX92,"Mahzen Media",6A,,https://i.scdn.co/image/ab67616d000048518136294a2d2f9b74e8b27ae3
70,"Mesafe","Serdar Ortaç",0,94,"turkish pop","Pop","Mesafe",2006-04-25,05:01,78,73,18,0,60,20,30,-7,E Minor,4,2022-07-05,68DrWFjKkrn2W3mkIRP3bc,"EMRE GRAFSON MÜZİK",9A,,https://i.scdn.co/image/ab67616d000048510cb4e3208bc33bfbe1d875ae
71,"Havaalanı","Hande Yener",63,130,"turkish pop","Pop","Teşekkürler",2011-09-20,03:45,70,92,7,0,88,0,20,-4,C Minor,4,2022-07-05,1erOM9IrAsaObbXXzuP6hk,"Poll Production",5A,https://p.scdn.co/mp3-preview/0c63a481fcee2bdeb5ba87fb19336eb265269cba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851583a45e20e1d49e740123c52
72,"Savaşım Kendimle","Kaldı 8",40,160,"turkish alt pop","Pop","Savaşım Kendimle",2020-08-21,03:32,47,56,34,0,51,0,30,-11,A Minor,3,2022-07-05,7JaTENipQqUgYDDPAmS5Tm,"Dip Müzik",8A,https://p.scdn.co/mp3-preview/86b02904041a2424ba979f38d3e7e8681bc98bd4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d279585cf0be5a86078ffdb
73,"Kabahat Bende","Buray",56,80,"turkish deep house, turkish pop","Electronic, Pop","Kehanet",2018-10-19,03:26,57,72,44,0,87,0,10,-6,B Minor,4,2022-07-05,3UgBLWFgadLahNGxTDYG2d,"SONY MUSIC TURKEY",10A,https://p.scdn.co/mp3-preview/88f573192f95ef0102940902eb3eaac33ca8bfae?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516ae4943df57e3a401be4aaba
