#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
74,"Dua","Güneş,UZI",70,100,"turkce kadin rap, turkish hip hop, turkish trap","Hip Hop","Dua",2020-12-11,02:58,78,73,25,0,15,0,10,-7,C Major,4,2022-07-05,3HEfzQob3O16TIDMPC8PTx,"M.O.B. Entertainment",8B,https://p.scdn.co/mp3-preview/1e53d85477768b22e5b6ae2fe5116c5561f4ba9b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f543bc419779ac440d0221c
75,"Kendine Dünya","Merve Özbey",56,192,"turkish pop","Pop","Kendine Dünya",2021-11-19,03:21,59,72,48,0,64,20,20,-6,B Minor,4,2022-07-05,5eGbBcz7DKfV0uIl7jX8Dr,"DOĞAN MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/db3661eb838435b4f5236a6c1654bbea5fae0f15?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512192f6565288a5ad1aa5f789
76,"Kulüp","Ozan Doğulu,Demet Akalın",52,128,"karadeniz pop, turkish pop","Pop","130 Bpm Forte",2017-06-28,03:47,76,87,0,0,24,0,20,-5,C♯/D♭ Minor,4,2022-07-05,0kNTkE8gYpwmaTxBMqYUQM,"DGL",12A,https://p.scdn.co/mp3-preview/42511285768346b7805e5519a3890a0a572b8c7f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ee711ce79a2aa7ce045af67d
77,"Olmazlara İnat","Berkay Altunyay",69,85,"turkish singer-songwriter","Pop","Olmazlara İnat",2021-08-27,02:49,58,50,19,0,18,0,0,-13,E Minor,4,2022-07-05,11AkXmBdjwu4upt22GjJrG,"SONY MUSIC TURKEY",9A,https://p.scdn.co/mp3-preview/0ae4b8d3a2aca6bb2ed7a9082d825361fcc6672a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d8484b79754c39d2ab2814b2
78,"Heyecandan","Oğuzhan Koç",0,174,"turkish pop","Pop","Heyecandan",2020-08-21,02:45,57,57,4,0,94,20,20,-7,E Minor,4,2022-07-05,6npMHvkVwKgjdPKosva9Mg,"Hypers",9A,,https://i.scdn.co/image/ab67616d0000485117ae277aa2dc915c85a2d034
79,"Olsun","Nukan",8,98,"","","Olsun",2022-06-17,03:58,68,62,50,0,86,0,0,-11,G#/A♭ Minor,4,2022-07-05,2YI1RCgmwEozVBmJKD4IWA,"Stüdyo Arı",1A,https://p.scdn.co/mp3-preview/4ecf5df99d5ac22adb9ec99503280a324c8032c1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485157ecec4672bed247b9c64e2d
80,"Çingenem","Ebru Gündeş",70,119,"arabesk, turkish folk, turkish pop","Pop, Folk/Acoustic","Dön Ne Olur",1999-12-21,03:10,74,76,65,0,75,20,10,-8,E Minor,4,2022-07-05,4zTOUtukd52LzS3bLWwzGc,"BONUS MÜZİK PROD.",9A,https://p.scdn.co/mp3-preview/1e913ed4c9f834c93c7f47b6995d7f89cb710d74?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851202e403474e22c7d7575dd2a
81,"Bul Beni","Ezhel",63,104,"turkish hip hop, turkish trap","Hip Hop","Bul Beni",2021-07-02,02:34,56,54,52,0,33,30,10,-8,F#/G♭ Minor,4,2022-07-05,6ipyu0Am4avjFkBcFAhVAz,"Koal Arts GmbH",11A,https://p.scdn.co/mp3-preview/fdca1e16a00628720537088b0f36e5e2c4bb2667?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516b42e100079c0b3132d3ed25
82,"yarım kalır","Sefo,Revart",6,94,"turkish trap, turkish trap pop","Hip Hop, Pop","yarım kalır",2022-04-08,02:28,49,76,27,0,70,20,10,-5,A Minor,4,2022-07-05,3prFQhGuWBWLGHsQstEdkb,"3TR6AP2",8A,,https://i.scdn.co/image/ab67616d0000485158afda8ab8f24d78754f0351
83,"Yerle Yeksan","Merve Özbey",65,120,"turkish pop","Pop","Yerle Yeksan",2021-07-16,02:54,82,81,3,0,68,0,10,-5,C Major,4,2022-07-05,51xNj3yEK2BvXJWyxCwpWY,"DOĞAN MÜZİK YAPIM",8B,https://p.scdn.co/mp3-preview/386dca369ba6e98b22677f418ec2d527f9b56733?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851576a5c834871780cb6099301
84,"Düşer Aklıma","Semicenk",68,162,"turkish pop","Pop","Düşer Aklıma",2021-12-08,02:40,71,42,6,0,32,0,0,-9,G#/A♭ Major,4,2022-07-05,5Qf8dlJ2zZTfztx7o7kbDN,"Eva Records TR",4B,https://p.scdn.co/mp3-preview/36da0d3528475353945b0e9603baafddc0c0c018?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ca6e11bf66f37cf16442f79f
85,"Öpücem","Simge",0,132,"deep turkish pop, persian pop, turkish pop","Pop","Ben Bazen",2018-06-01,04:15,74,78,5,0,79,0,10,-7,G#/A♭ Minor,4,2022-07-05,1pq9w58vpi5nnEllpgl1tF,"DOĞAN MÜZİK YAPIM",1A,,https://i.scdn.co/image/ab67616d00004851d9699c8591abd7c0998e6fc5
86,"Leylim Yar","Canbay & Wolker",0,111,"turkish hip hop, turkish trap","Hip Hop","Leylim Yar",2022-03-11,02:43,83,60,14,0,36,0,10,-7,F#/G♭ Major,4,2022-07-05,26uWcQnnhCXzkjM7OqVFlj,"İntikal Musıc",2B,,https://i.scdn.co/image/ab67616d000048518aaca9ce428a8b416cc5bea6
87,"Suçlarımdan Biri","Güneş",70,95,"turkce kadin rap","Hip Hop","Atlantis",2022-06-03,02:51,76,73,14,0,59,10,0,-7,F Minor,4,2022-07-05,65tIJClJx8fHo6YW4wVDhi,"M.O.B. Entertainment",4A,https://p.scdn.co/mp3-preview/df30ccef25af96841a37fcc066ab5df34169a64c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851393978b8aaa965132c152510
88,"Al Sevgilim","Semicenk,Funda Arar",68,154,"turkish pop","Pop","Al Sevgilim",2022-04-08,03:12,62,51,6,0,32,10,10,-9,G#/A♭ Minor,4,2022-07-05,0UguFn9xs4WQshHabcxUxH,"Eva Records TR",1A,https://p.scdn.co/mp3-preview/d8b6c02774afa2f6aab272d279f7d3101670a6b8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851720261ee1813c43f5aebbc3f
89,"Viski ve Dans","Aishe",0,75,"turkce kadin rap","Hip Hop","Viski ve Dans",2022-07-01,02:25,68,45,62,0,43,0,10,-9,G#/A♭ Minor,4,2022-07-05,37vg7tadOLhaPuVh2m3cgv,"Mamba Crew",1A,,https://i.scdn.co/image/ab67616d00004851d43f8a13a59c164c7204fea8
90,"Bombabomba.com","İsmail YK",59,171,"turkish trap pop","Pop","Bombabomba.com",2006-04-20,04:32,74,83,25,0,87,20,0,-6,F#/G♭ Minor,4,2022-07-05,6RnDBMuWq39tX8m1JLAE8w,"AVRUPA MÜZİK YAPIM",11A,https://p.scdn.co/mp3-preview/6c226360e67ef13163d4afd57465d284c7daca91?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517b54b44e68e957380036c0a5
91,"Kanunlar Gibi","Derya Uluğ",0,117,"turkish pop","Pop","Kanunlar Gibi",2021-04-30,02:55,68,76,50,0,57,10,20,-7,C♯/D♭ Major,4,2022-07-05,6zWHTeyazeysU2rNJ49vmz,"DOĞAN MÜZİK YAPIM",3B,,https://i.scdn.co/image/ab67616d000048511e475b03b4f38da67fef89c6
92,"Baba","Ayaz Erdoğan,Mengelez",0,137,"turkish trap pop, ","Pop","Baba",2021-01-29,03:35,81,57,68,1,55,0,10,-9,A#/B♭ Minor,4,2022-07-05,4WVOnhv2a3vvBAzHbmdGHW,"Musixon",3A,,https://i.scdn.co/image/ab67616d00004851156a3fd5d7519714ebfa2cb2
93,"Öp","Tarkan",65,130,"turkish pop","Pop","Adımı Kalbine Yaz",2010-07-12,03:47,78,75,4,0,80,10,0,-4,C♯/D♭ Major,4,2022-07-05,0OFivfe4fC4QR20TzMVbfM,"HİTT MÜZİK PRD.",3B,https://p.scdn.co/mp3-preview/c8695656a899daac2b17329975d1d58d66e6ac77?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516d362a3d334de413e8de137e
94,"Bi' Tık - Sunrise Version","Ajda Pekkan",64,156,"turkish pop, turkish psych","Pop","Ajda",2021-10-15,03:38,64,85,27,0,55,10,30,-5,C Minor,4,2022-07-05,72ZFkAcPQ9NEnpu9TO0xcR,"Ozinga",5A,https://p.scdn.co/mp3-preview/102844e42c1bacb294cae3dfabb28b864224c0a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485110cda55df14ba44bf029d9cb
95,"Yakar Geçerim","Ajda Pekkan",64,114,"turkish pop, turkish psych","Pop","Farkın Bu",2011-07-01,04:24,81,82,10,0,71,0,0,-5,A#/B♭ Minor,4,2022-07-05,2FiAoXdJgQaVuufNjEaHOm,"GNL",3A,https://p.scdn.co/mp3-preview/df7123c3d1fa312dffbfae5b603c58986cb13cb1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514c13c7f16c83e7854a743685
96,"Bambaşka Biri","Ajda Pekkan",2,120,"turkish pop, turkish psych","Pop","The Best of Ajda",1998-04-24,05:23,76,86,4,0,81,0,20,-9,C Major,4,2022-07-05,1IVarDBONtKyRmGwyEDjxu,"Elenor Plak",8B,,https://i.scdn.co/image/ab67616d0000485158f56b0881afac1122cbe6d6
97,"Eğlen Güzelim","Ajda Pekkan",56,169,"turkish pop, turkish psych","Pop","Ajda Pekkan",1996-08-21,04:22,39,95,26,0,58,30,30,-7,A#/B♭ Minor,4,2022-07-05,64dzPbchbmMzqXHNJa2n1G,"TEMPA TÜM ELEKTRİKLİ",3A,https://p.scdn.co/mp3-preview/0ca3a1e0ee8a763cf3bc1688950b64546d4ce780?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851799de5d0627c7c836eaba305
98,"Heves","Ajda Pekkan",38,130,"turkish pop, turkish psych","Pop","Farkın Bu",2011-07-01,04:09,78,83,11,0,78,0,0,-4,D#/E♭ Minor,4,2022-07-05,1l2KROSEVv47eY0k29fDSj,"GNL",2A,https://p.scdn.co/mp3-preview/d40284b93f09adaf9d0d98e6c3abbc4d10457abd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514c13c7f16c83e7854a743685
99,"Kim Ne Derse Desin","Ajda Pekkan",55,127,"turkish pop, turkish psych","Pop","Kim Ne Derse Desin",2014-01-20,02:42,51,65,18,0,67,0,10,-10,C Minor,4,2022-07-05,56g62QRl9wNTJRn5idyMsp,"Odeon Müzik Yapımcılık",5A,https://p.scdn.co/mp3-preview/2efb9ccf44e687d6ad97f58c9b777853b12e38c4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f4462e6d4809e380d11d3b84
100,"Yine Tek","Ajda Pekkan",42,140,"turkish pop, turkish psych","Pop","Farkın Bu",2011-07-01,05:06,71,62,56,0,82,0,10,-8,D Minor,4,2022-07-05,5VEUF0jx9NOKnSguavBSJr,"GNL",7A,https://p.scdn.co/mp3-preview/5d28254497f818472b0931e08fa16cfa51a803db?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514c13c7f16c83e7854a743685
101,"Bir Çocuk Sevdim","Sezen Aksu",61,144,"turkish pop","Pop","Sezen Aksu '88",1988-02-22,04:55,47,68,46,0,49,0,10,-6,D#/E♭ Minor,4,2022-07-05,7itO53A67K3FDQD3LHU0te,"SN Music",2A,https://p.scdn.co/mp3-preview/5dec400dfb61fbc7d7ee9c9b4f77d54ab4f73ca3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512faee89cbed5f7158fdaba72
102,"Bu Gece","Sezen Aksu",62,116,"turkish pop","Pop","Sen Ağlama",1984-09-06,02:58,65,56,3,0,60,0,10,-9,B Minor,4,2022-07-05,7dTFELL8B2ePDMDAzyuB7S,"SN Music",10A,https://p.scdn.co/mp3-preview/28957ff6cb6efc6be49ef6bb8f9a2eb306004173?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511773d8c5158bab36592b24cb
103,"Gözleri Aşka Gülen","Nilipek.",52,141,"turkish rock, turkish singer-songwriter","Rock, Pop","Gözleri Aşka Gülen",2018-04-14,04:17,43,16,74,0,4,0,10,-19,A Minor,4,2022-07-07,4qzZm5EIdFurBpDieEmVc9,"Lin Records",8A,https://p.scdn.co/mp3-preview/17e125083a342191c2070ffeb402e9deac6b12a1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851208943af657e8d68314ec8a6
104,"Uzunlar - V1","Evdeki Saat",68,170,"turkish alt pop, turkish alternative rock, turkish rock","Pop, Rock","Uzunlar",2020-02-14,04:42,56,59,18,0,97,0,0,-10,G Minor,4,2022-07-07,1vLkBVAy8ZWrqcQjYTPP3a,"AVRUPA MÜZİK YAPIM",6A,https://p.scdn.co/mp3-preview/253bc1b33bf3b85ff83cea917fc270a84216ab13?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851917b71d0a9aa3396f0031c40
105,"Gül Kokusu","Burcu Güneş",45,135,"turkish pop, turkish singer-songwriter","Pop","Gül Kokusu",2012-12-14,05:13,73,84,32,0,80,0,10,-5,F Minor,4,2022-07-07,29CflaSyuP31FoDkS1owUd,"GNL",4A,https://p.scdn.co/mp3-preview/5471aadb552fa34877759c93688e94d5b7105455?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c9f85dcf10ccf461d8de8fb4
106,"Arıyorum","EDIS",67,97,"turkish pop","Pop","Arıyorum",2021-09-17,03:13,44,73,8,0,38,0,10,-5,G#/A♭ Minor,4,2022-07-07,6g6MHm9u0h2Em9Xuk89eqR,"EDS Company",1A,https://p.scdn.co/mp3-preview/91c894779cb4a90a5188311add2d96b45e9ade17?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513b3aacdcd3277dec936a3a9a
107,"Korkak (feat. Gökhan Türkmen)","Aslı Demirer,Gökhan Türkmen",60,80,"turkish pop","Pop","Korkak (feat. Gökhan Türkmen)",2015-11-20,04:39,54,58,49,0,57,0,10,-8,G Minor,4,2022-07-07,6CCL22qA0ZfnesFbMLL6rR,"GTR Müzik",6A,https://p.scdn.co/mp3-preview/ef9478fb0ef3e5d2ac922ea605de4a8b33c5d223?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851489d9aa294fbef18060d921b
108,"Ağustos Sırılsıklam","Alper Ayyıldız",0,86,"turkish hip hop","Hip Hop","Ağustos Sırılsıklam",2013-07-25,03:26,74,62,46,3,44,0,0,-9,F Major,4,2022-07-08,11Atf8yKsA8wlBZzKTvddJ,"Rap'la Records",7B,,https://i.scdn.co/image/ab67616d00004851455568210c062efa14746188
109,"Dilek Taşı","Ferdi Özbeğen",52,83,"classic turkish pop, uyghur pop","Pop","Şarkılarım",1991-04-05,05:00,45,55,55,0,32,0,0,-8,A#/B♭ Minor,4,2022-07-08,2SUfHk0LaBAvVyelypcj5s,"YAŞAR KEKEVA PLAKÇILIK",3A,https://p.scdn.co/mp3-preview/15e150fa7c28dd373f1ed75480dbba8189348c59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cdc7a58120b62cdbb11a610b
110,"Uyku","Son Feci Bisiklet",66,140,"turkish rock","Rock","Sistemik",2020-02-11,04:24,48,52,3,20,12,0,10,-12,C♯/D♭ Minor,3,2022-07-08,11IvpUALm0Canz1N6JBGEJ,"Son Feci Bisiklet",12A,https://p.scdn.co/mp3-preview/2311d310924aea8cd441214001e9ae1646c0cd5f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518fa97799c52c2369777f523c
111,"Kan ve Gül","Kıraç",56,130,"anadolu rock, turkish pop, turkish rock","Rock, Pop","Zaman",2001-11-30,04:20,49,86,0,0,46,0,10,-7,D Major,4,2022-07-08,5rPCeP0UCjwKQgRCuYPTgq,"MEYPOM",10B,https://p.scdn.co/mp3-preview/7f45ae71b4432a0258183802c385797673b6f014?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119a1b29fa587b3ee53bec864
112,"Dansöz","Serdar Ortaç",0,130,"turkish pop","Pop","Mesafe",2006-04-25,05:16,70,93,1,0,82,0,30,-6,F#/G♭ Minor,4,2022-07-08,5iKzAnS1BY583HpwxHIz1m,"EMRE GRAFSON MÜZİK",11A,,https://i.scdn.co/image/ab67616d000048510cb4e3208bc33bfbe1d875ae
113,"Şeytan","Serdar Ortaç",0,128,"turkish pop","Pop","Nefes",2008-05-22,05:13,71,99,2,0,90,0,30,-5,A#/B♭ Minor,4,2022-07-08,5b7avgNYGK1T6qQNQt1rQG,"EMRE GRAFSON MÜZİK",3A,,https://i.scdn.co/image/ab67616d00004851935c566378b66b55f2060007
114,"Gıybet","Serdar Ortaç",0,121,"turkish pop","Pop","Gıybet",2016-05-11,03:12,82,89,1,37,83,0,0,-6,B Minor,4,2022-07-08,72CeeGX1XgmrSfq8C9F7bK,"EMRE GRAFSON MÜZİK",10A,,https://i.scdn.co/image/ab67616d000048513ea34b2f3b50532cc294b4e2
115,"Karabiberim","Serdar Ortaç",0,152,"turkish pop","Pop","Aşk İçin",1994-08-17,03:47,78,84,65,0,97,0,0,-12,F Major,4,2022-07-08,73y3B6WnY28e2qKrCV4NtY,"BONUS MÜZİK PROD.",7B,,https://i.scdn.co/image/ab67616d00004851107036c0cf96731c39d4ed3b
116,"Mikrop","Serdar Ortaç",0,130,"turkish pop","Pop","Kara Kedi",2010-05-14,05:05,77,90,9,0,59,10,10,-4,G Major,4,2022-07-08,374L13n9oElKIT2EDShNCX,"EMRE GRAFSON MÜZİK",9B,,https://i.scdn.co/image/ab67616d000048511fb3a1d3b989ec4e3962255f
117,"Asrın Hatası","Serdar Ortaç",0,128,"turkish pop","Pop","Bilsem Ki (2000)",1999-10-21,04:57,79,92,15,0,86,0,0,-8,G#/A♭ Minor,4,2022-07-08,6rvF2IijcQ4six3yG8d7cy,"BONUS MÜZİK PROD.",1A,,https://i.scdn.co/image/ab67616d00004851f1dc0b87185967a40192a498
118,"Dudu","Tarkan",0,91,"turkish pop","Pop","Dudu",2003-06-20,04:37,71,86,3,0,92,0,0,-7,E Minor,4,2022-07-08,5yagW109ldFciQ3YAT6E75,"HİTT MÜZİK PRD.",9A,,https://i.scdn.co/image/ab67616d0000485118b5a588b18c706b78ca85e9
119,"Kuzu Kuzu","Tarkan",63,94,"turkish pop","Pop","Karma",2001-00-00,03:53,71,88,2,1,73,0,0,-8,E Minor,4,2022-07-08,3ajYmPDtB3P7JTPQ64Dr7P,"İSTANBUL PLAK LTD.",9A,https://p.scdn.co/mp3-preview/620ff2299cfe106191381755249f4c8b471d726f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d3d5d5dcf25a85205584c1ff
120,"Ölürüm Sana","Tarkan",62,92,"turkish pop","Pop","Ölürüm Sana",1997-00-00,04:06,75,93,1,0,79,10,0,-8,A Major,4,2022-07-08,6nAgxB5x7vlGVVIoWpCwaM,"İSTANBUL PLAK LTD.",11B,https://p.scdn.co/mp3-preview/cb120b5f29e1f83796c95aa7c66856f985375cd2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d0cc776df48f41116f43d449
121,"Ay","Tarkan",54,90,"turkish pop","Pop","Karma",2001-00-00,04:20,69,76,0,0,42,0,20,-7,B Minor,4,2022-07-08,0oVnsgyHclNnGeEb4hRoYO,"İSTANBUL PLAK LTD.",10A,https://p.scdn.co/mp3-preview/d5002d4230eec543a815bd40ac9f2fca145314a3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d3d5d5dcf25a85205584c1ff
122,"Şımarık","Tarkan",69,97,"turkish pop","Pop","Ölürüm Sana",1997-00-00,03:55,78,82,5,0,83,10,10,-9,G Major,3,2022-07-08,6vEL7E8TGzrxuxbrgdlkLL,"İSTANBUL PLAK LTD.",9B,https://p.scdn.co/mp3-preview/c3d2d93463b053707cd427698245314a134389ae?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d0cc776df48f41116f43d449
123,"Öp","Tarkan",0,130,"turkish pop","Pop","Adımı Kalbine Yaz",2010-07-12,03:47,78,75,4,0,80,10,0,-4,C♯/D♭ Major,4,2022-07-08,2o3PN1904YpoQYjAHuLK2n,"HİTT MÜZİK PRD.",3B,,https://i.scdn.co/image/ab67616d00004851212952d062cc8d64031ff62a
124,"Yolla","Tarkan",0,120,"turkish pop","Pop","10",2017-06-29,04:45,68,91,0,0,66,0,0,-5,G Major,4,2022-07-08,1vZAYNFTcxzrnooQUw5zKD,"HİTT MÜZİK PRD.",9B,,https://i.scdn.co/image/ab67616d00004851a592a631cf28af1d00622cd6
125,"Aşkın Ateşi","Hande Yener",0,101,"turkish pop","Pop","Apayrı",2006-00-00,03:52,76,64,0,0,96,0,0,-6,G Major,4,2022-07-08,7ChKLgOTcpEJazEwkxe7yk,"DOĞAN MÜZİK YAPIM",9B,,https://i.scdn.co/image/ab67616d00004851b623964d5c21ee0a64dd7e76
126,"Kırmızı","Hande Yener",0,130,"turkish pop","Pop","Aşk Kadın Ruhundan Anlamıyor",2004-00-00,03:32,83,80,12,0,95,0,30,-6,C♯/D♭ Minor,4,2022-07-08,2pTVNLRAfud4odx8SSO6cY,"DOĞAN MÜZİK YAPIM",12A,,https://i.scdn.co/image/ab67616d000048511ef9d0eb5d57369dc5c16773
127,"İki Deli","Hande Yener,Serdar Ortaç",61,128,"turkish pop","Pop","İki Deli",2015-00-00,04:10,80,86,7,0,82,0,10,-7,C♯/D♭ Minor,4,2022-07-08,0DugZtHY7vxoRxL9IPqcEu,"Poll Production",12A,https://p.scdn.co/mp3-preview/4237019e072b88210015a7f94b27af7f14f0e07a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851533c8f17010a75a3259a7246
128,"Yakar Geçerim","Ajda Pekkan",0,114,"turkish pop, turkish psych","Pop","Farkın Bu",2011-07-01,04:24,81,82,10,0,71,0,0,-5,A#/B♭ Minor,4,2022-07-08,41EfGbF3T66mbR67xvNYvm,"GNL",3A,,https://i.scdn.co/image/ab67616d000048515dda6235a1528aefc462adaf
129,"Bangır Bangır","Gülşen",0,102,"turkish pop","Pop","Bangır Bangır",2015-04-29,03:53,85,87,1,0,72,10,30,-5,G Major,4,2022-07-08,73DhXPWV5NsxRSe0qy26TR,"DOĞAN MÜZİK YAPIM",9B,,https://i.scdn.co/image/ab67616d00004851ac0dadc61ee195cecba1112a
130,"Afedersin","Demet Akalın",0,129,"turkish pop","Pop","Kusursuz 19",2006-06-12,03:55,69,86,0,0,93,0,0,-6,F Minor,4,2022-07-08,2DcPVRP3xGAX1LxAIJKMWZ,"SEYHAN MÜZİK PROD.",4A,,https://i.scdn.co/image/ab67616d0000485173f91c0d8738b0bc3485657c
131,"Romeo","Hande Yener",0,128,"turkish pop","Pop","Nasıl Delirdim",2007-00-00,05:13,69,56,3,0,70,0,20,-6,A Minor,4,2022-07-08,56Ew3Q2n6theVbzh1r47PD,"DOĞAN MÜZİK YAPIM",8A,,https://i.scdn.co/image/ab67616d000048511f8353a583bddfefbf2187ab
132,"Şans Meleğim","Kenan Doğulu",0,100,"turkish pop","Pop","Aşka Türlü Şeyler",2012-00-00,03:56,73,87,8,0,67,0,50,-5,C♯/D♭ Major,4,2022-07-08,0YUCEubKOccZGuCWABCH0E,"DOĞULU SES",3B,,https://i.scdn.co/image/ab67616d0000485164547e687c3523ce8935d8ba
133,"Aşk Kaç Beden Giyer","Hadise",0,121,"turkish deep house, turkish pop","Electronic, Pop","Aşk Kaç Beden Giyer ?",2011-04-12,03:20,84,55,6,0,83,0,20,-8,F#/G♭ Major,4,2022-07-08,3sddjz6uEaCJP84fFfS5s5,"SEYHAN MÜZİK PROD.",2B,,https://i.scdn.co/image/ab67616d00004851c460425af88d18e3dba2949a
134,"Çalkala","Demet Akalın",0,101,"turkish pop","Pop","Pırlanta",2015-06-16,03:13,82,77,0,0,61,10,0,-9,C♯/D♭ Major,4,2022-07-08,6WdqVs3Ud7WpwPWlqfz4ay,"DOĞAN MÜZİK YAPIM",3B,,https://i.scdn.co/image/ab67616d000048514087953369b53ddd1aa402b5
135,"Kandırdım","Kenan Doğulu",0,96,"turkish pop","Pop","3",1996-01-07,04:23,80,60,11,0,57,0,0,-12,F#/G♭ Minor,4,2022-07-08,0Q2r3YxZghingZAXFZXkCs,"DOĞULU SES",11A,,https://i.scdn.co/image/ab67616d000048517ec1f5aef9eb0d4b63343250
136,"Superman","Hadise",0,102,"turkish deep house, turkish pop","Electronic, Pop","Aşk Kaç Beden Giyer ?",2011-04-12,03:39,72,81,23,0,62,0,10,-7,F#/G♭ Major,4,2022-07-08,6TK0OqSUkGCH00EOXjmxJx,"SEYHAN MÜZİK PROD.",2B,,https://i.scdn.co/image/ab67616d00004851c460425af88d18e3dba2949a
137,"Olmayacak Bir Hayal","Cem Özkan",31,114,"turkish pop, turkish rock, turkish soundtrack","Pop, Rock","Koyu Kırmızı (Orijinal Dizi Müzikleri)",2012-02-28,03:46,64,39,80,0,46,0,30,-6,A Minor,3,2022-07-08,3MwNA2HI0WqSiglm1Vy308,"MEYPOM",8A,https://p.scdn.co/mp3-preview/60479cbb87d1e0db0f03b42e88d8425e40b4d786?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515d24375fd5af269410aea02b
138,"Ki Sen","Yalın",0,85,"turkish pop","Pop","Ben Bugün",2009-05-13,04:07,67,50,50,0,48,0,10,-7,A Minor,4,2022-07-08,6DXeZDT6MNclAXyidpGNOk,"AVRUPA MÜZİK YAPIM",8A,,https://i.scdn.co/image/ab67616d000048513fa9cbf32489a9fd223408fc
139,"Acının İlacı","Adamlar",64,78,"turkish rock","Rock","Rüyalarda Buruşmuşuz",2016-10-27,04:47,60,53,10,0,54,0,10,-9,G#/A♭ Minor,4,2022-07-08,3xegx5QZeKRjlLTUN1xfX1,"People Make Music",1A,https://p.scdn.co/mp3-preview/6175ae8a81863cc0a45e25165310f0467bb30a9f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ae0f560e2cd8c5d4ffef990
140,"Aya Benzer","Mustafa Sandal",0,95,"turkish pop","Pop","Detay",1998-00-00,03:56,70,87,17,0,87,0,10,-10,D Minor,4,2022-07-08,6T1F7KwvtxUIsZXmRXyv3X,"DOĞAN MÜZİK YAPIM",7A,,https://i.scdn.co/image/ab67616d0000485141307e0b6ee53c6315e9723b
